lead_time,adults,children,average_daily_rate,total_of_special_requests,stays_in_weekend_nights,stays_in_week_nights,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,required_car_parking_spaces
0,2,0.0,12.0,0,0,1,0,0,1,0,0
286,2,0.0,65.0,0,0,1,0,0,0,75,0
286,2,0.0,65.0,0,0,1,0,0,0,75,0
286,2,0.0,65.0,0,0,1,0,0,0,75,0
286,2,0.0,65.0,0,0,1,0,0,0,75,0
286,2,0.0,65.0,0,0,1,0,0,0,75,0
286,2,0.0,65.0,0,0,1,0,0,0,75,0
64,2,0.0,140.0,0,0,2,0,0,0,0,0
64,2,0.0,140.0,0,0,2,0,0,0,0,0
82,2,0.0,80.75,0,0,2,0,0,0,0,0
64,2,0.0,140.0,0,0,2,0,0,1,0,0
98,3,0.0,168.3,0,0,2,0,0,2,0,0
217,2,0.0,95.4,0,0,2,0,0,0,0,0
45,2,0.0,159.12,1,0,2,0,0,0,0,0
64,2,0.0,140.0,0,0,2,0,0,0,0,0
64,1,0.0,130.0,0,0,2,0,0,0,0,0
64,2,0.0,140.0,0,0,2,0,0,0,0,0
64,2,0.0,140.0,0,0,2,0,0,1,0,0
31,2,0.0,125.1,0,0,2,0,0,0,0,0
64,2,0.0,140.0,0,0,2,0,0,0,0,0
64,2,0.0,140.0,0,0,2,0,0,0,0,0
74,2,0.0,126.9,0,0,3,0,0,0,0,0
134,2,0.0,94.5,0,0,3,0,0,0,0,0
77,2,0.0,140.4,0,0,3,0,0,0,0,0
134,2,0.0,94.5,0,0,3,0,0,1,0,0
58,2,0.0,116.1,0,0,3,0,0,0,0,0
51,3,0.0,159.3,0,0,3,0,0,0,0,0
77,3,0.0,159.3,0,0,3,0,0,0,0,0
134,1,0.0,94.5,0,0,3,0,0,0,0,0
323,2,0.0,70.0,0,0,4,0,0,0,0,0
323,2,0.0,70.0,0,0,4,0,0,0,0,0
323,2,0.0,70.0,0,0,4,0,0,0,0,0
323,2,0.0,70.0,0,0,4,0,0,0,0,0
323,2,0.0,70.0,0,0,4,0,0,0,0,0
323,2,0.0,70.0,0,0,4,0,0,0,0,0
28,1,2.0,213.63,0,0,3,0,0,0,0,0
323,2,0.0,70.0,0,0,4,0,0,0,0,0
323,2,0.0,70.0,0,0,4,0,0,0,0,0
323,2,0.0,70.0,0,0,4,0,0,0,0,0
58,3,0.0,159.3,0,0,1,0,0,0,0,0
0,1,0.0,163.18,0,0,1,0,0,2,0,0
1,2,0.0,120.0,0,0,1,0,0,1,0,0
156,2,0.0,84.24,0,0,1,0,0,0,0,0
27,2,0.0,112.8,0,0,1,0,0,0,0,0
116,2,0.0,104.5,0,0,1,0,0,1,0,0
7,1,0.0,169.0,0,0,1,0,0,0,0,0
29,2,0.0,156.0,0,0,1,0,0,0,0,0
29,2,0.0,156.0,0,0,1,0,0,0,0,0
10,2,0.0,119.5,0,0,2,0,0,1,0,0
81,2,0.0,126.9,0,0,2,0,0,0,0,0
9,0,2.0,119.5,0,0,2,0,0,0,0,0
57,3,0.0,111.6,0,0,2,0,0,0,0,0
40,2,0.0,140.4,0,0,2,0,0,0,0,0
37,1,0.0,89.0,0,0,2,0,0,0,0,0
37,1,0.0,89.0,0,0,2,0,0,0,0,0
134,2,0.0,105.3,1,0,2,0,0,0,0,0
53,2,0.0,126.9,0,0,2,0,0,0,0,0
97,2,0.0,130.9,0,0,4,0,0,0,0,0
94,2,0.0,127.93,0,0,4,0,0,0,0,0
113,2,0.0,126.65,0,1,4,0,0,0,0,0
2,1,0.0,181.0,0,0,1,0,0,0,0,0
316,1,0.0,59.0,0,0,1,0,0,0,0,0
99,2,0.0,135.9,1,0,1,0,0,0,0,0
81,2,0.0,116.1,0,0,1,0,0,0,0,0
21,2,0.0,124.8,0,0,1,0,0,0,0,0
59,1,0.0,121.5,0,0,1,0,0,0,0,0
316,1,0.0,59.0,0,0,1,0,0,0,0,0
157,2,0.0,84.24,0,0,1,0,0,0,0,0
316,2,0.0,62.0,0,0,2,0,0,0,0,0
316,2,0.0,62.0,0,0,2,0,0,0,0,0
316,2,0.0,62.0,0,0,2,0,0,0,0,0
28,1,0.0,95.0,0,0,2,0,0,0,0,0
316,2,0.0,62.0,0,0,2,0,0,0,0,0
316,2,0.0,62.0,0,0,2,0,0,0,0,0
316,2,0.0,62.0,0,0,2,0,0,0,0,0
316,2,0.0,62.0,0,0,2,0,0,0,0,0
28,2,0.0,100.0,0,0,2,0,0,0,0,0
28,1,0.0,95.0,0,0,2,0,0,0,0,0
316,2,0.0,62.0,0,0,2,0,0,0,0,0
316,2,0.0,62.0,0,0,2,0,0,0,0,0
316,2,0.0,62.0,0,0,2,0,0,0,0,0
2,2,0.0,100.0,0,0,2,0,0,0,0,0
316,2,0.0,62.0,0,0,2,0,0,0,0,0
316,2,0.0,62.0,0,0,2,0,0,0,0,0
28,2,0.0,100.0,0,0,2,0,0,0,0,0
28,1,0.0,95.0,0,0,2,0,0,0,0,0
2,1,0.0,110.0,0,0,2,0,0,0,0,0
316,2,0.0,62.0,0,0,2,0,0,0,0,0
316,2,0.0,62.0,0,0,2,0,0,0,0,0
316,2,0.0,62.0,0,0,2,0,0,0,0,0
2,2,0.0,100.0,0,0,2,0,0,0,0,0
316,2,0.0,62.0,0,0,2,0,0,0,0,0
316,2,0.0,62.0,0,0,2,0,0,0,0,0
316,2,0.0,62.0,0,0,2,0,0,0,0,0
316,2,0.0,62.0,0,0,2,0,0,0,0,0
316,2,0.0,62.0,0,0,2,0,0,0,0,0
28,2,0.0,100.0,0,0,2,0,0,0,0,0
316,2,0.0,62.0,0,0,2,0,0,0,0,0
316,2,0.0,62.0,0,0,2,0,0,0,0,0
316,2,0.0,62.0,0,0,2,0,0,0,0,0
316,2,0.0,62.0,0,0,2,0,0,0,0,0
28,2,0.0,100.0,0,0,2,0,0,0,0,0
316,2,0.0,62.0,0,0,2,0,0,0,0,0
316,2,0.0,62.0,0,0,2,0,0,0,0,0
316,2,0.0,62.0,0,0,2,0,0,0,0,0
28,1,0.0,95.0,0,0,2,0,0,0,0,0
316,2,0.0,62.0,0,0,2,0,0,0,0,0
316,2,0.0,62.0,0,0,2,0,0,0,0,0
316,2,0.0,62.0,0,0,2,0,0,0,0,0
161,2,0.0,128.7,0,0,3,0,0,0,0,0
189,2,0.0,65.0,0,0,3,0,0,0,0,0
189,2,0.0,65.0,0,0,3,0,0,0,0,0
189,2,0.0,65.0,0,0,3,0,0,0,0,0
189,2,0.0,65.0,0,0,3,0,0,0,0,0
26,2,2.0,221.0,0,0,3,0,0,0,0,0
322,2,0.0,80.0,0,1,3,0,0,0,120,0
322,2,0.0,80.0,0,1,3,0,0,0,120,0
322,2,0.0,80.0,0,1,3,0,0,0,120,0
322,2,0.0,80.0,0,1,3,0,0,0,120,0
322,2,0.0,80.0,0,1,3,0,0,0,120,0
322,2,0.0,80.0,0,1,3,0,0,0,120,0
322,2,0.0,80.0,0,1,3,0,0,0,120,0
322,2,0.0,80.0,0,1,3,0,0,0,120,0
322,2,0.0,80.0,0,1,3,0,0,0,120,0
322,2,0.0,80.0,0,1,3,0,0,0,120,0
322,2,0.0,80.0,0,1,3,0,0,0,120,0
322,2,0.0,80.0,0,1,3,0,0,0,120,0
322,2,0.0,80.0,0,1,3,0,0,0,120,0
322,2,0.0,80.0,0,1,3,0,0,0,120,0
322,2,0.0,80.0,0,1,3,0,0,0,120,0
322,2,0.0,80.0,0,1,3,0,0,0,120,0
322,2,0.0,80.0,0,1,3,0,0,0,120,0
25,2,0.0,158.0,0,1,3,0,0,0,0,0
116,2,0.0,136.0,1,1,3,0,0,0,0,0
100,2,0.0,136.0,0,1,3,0,0,1,0,0
322,2,0.0,80.0,0,1,3,0,0,0,120,0
322,2,0.0,80.0,0,1,3,0,0,0,120,0
322,2,0.0,80.0,0,1,3,0,0,0,120,0
322,2,0.0,80.0,0,1,3,0,0,0,120,0
322,2,0.0,80.0,0,1,3,0,0,0,120,0
322,2,0.0,80.0,0,1,3,0,0,0,120,0
322,2,0.0,80.0,0,1,3,0,0,0,120,0
322,2,0.0,80.0,0,1,3,0,0,0,120,0
84,2,0.0,106.25,0,2,5,0,0,0,0,0
4,1,0.0,90.0,0,0,1,0,0,0,0,0
0,2,0.0,88.56,0,0,1,0,0,0,0,0
198,1,0.0,57.5,0,0,1,0,0,1,98,0
198,1,0.0,57.5,0,0,1,0,0,1,98,0
0,3,0.0,176.0,0,0,1,0,0,0,0,0
198,2,0.0,65.0,0,0,1,0,0,0,98,0
198,2,0.0,65.0,0,0,1,0,0,1,98,0
1,3,0.0,182.0,1,0,1,0,0,1,0,0
4,2,0.0,90.0,0,0,1,0,0,0,0,0
198,2,0.0,65.0,0,0,1,0,0,1,98,0
1,2,0.0,172.0,0,0,1,0,0,0,0,0
198,1,0.0,57.5,0,0,1,0,0,1,98,0
3,2,0.0,156.0,0,0,1,0,0,0,0,0
198,2,0.0,65.0,0,0,1,0,0,0,98,0
198,2,0.0,65.0,0,0,1,0,0,1,98,0
198,2,0.0,65.0,0,0,1,0,0,1,98,0
198,1,0.0,57.5,0,0,1,0,0,1,98,0
198,1,0.0,57.5,0,0,1,0,0,1,98,0
198,2,0.0,65.0,0,0,1,0,0,1,98,0
198,2,0.0,65.0,0,0,1,0,0,1,98,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
22,2,0.0,140.0,0,0,2,0,0,0,0,0
22,2,0.0,140.0,0,0,2,0,0,0,0,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
22,2,0.0,140.0,0,0,2,0,0,0,0,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
22,2,0.0,140.0,0,0,2,0,0,0,0,0
22,2,0.0,140.0,0,0,2,0,0,0,0,0
28,2,0.0,156.0,0,0,2,0,0,0,0,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
22,2,0.0,140.0,0,0,2,0,0,0,0,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
22,2,0.0,140.0,0,0,2,0,0,0,0,0
22,2,0.0,140.0,0,0,2,0,0,0,0,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
22,2,0.0,140.0,0,0,2,0,0,0,0,0
22,2,0.0,140.0,0,0,2,0,0,0,0,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
114,2,2.0,198.9,0,0,2,0,0,0,0,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
52,2,0.0,140.0,0,0,2,0,0,0,30,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
211,2,0.0,100.0,0,0,2,0,0,0,111,0
198,1,0.0,57.5,0,0,1,0,0,1,98,0
22,2,0.0,140.0,0,0,2,0,0,0,0,0
111,3,0.0,159.3,1,0,2,0,0,0,0,0
22,2,0.0,140.0,0,0,2,0,0,0,0,0
22,2,0.0,140.0,0,0,2,0,0,0,0,0
29,1,0.0,139.6,0,1,2,0,0,0,0,0
94,2,0.0,121.5,0,1,2,0,0,0,0,0
29,2,0.0,139.6,0,1,2,0,0,0,0,0
26,2,0.0,158.33,0,1,2,0,0,0,0,0
94,2,0.0,174.6,0,1,2,0,0,1,0,0
30,2,0.0,140.4,0,2,2,0,0,0,0,0
29,2,0.0,135.3,0,2,2,0,0,0,0,0
212,2,0.0,78.0,0,2,3,0,0,0,0,0
212,2,0.0,78.0,0,2,3,0,0,0,0,0
29,2,0.0,132.72,1,2,3,0,0,0,0,0
212,2,0.0,78.0,0,2,3,0,0,0,0,0
212,2,0.0,78.0,0,2,3,0,0,0,0,0
212,2,0.0,78.0,0,2,3,0,0,0,0,0
6,3,0.0,197.12,0,2,4,0,0,0,0,0
27,2,0.0,135.87,0,2,4,0,0,0,0,0
7,1,0.0,175.29,0,4,10,0,0,0,0,0
1,2,0.0,176.0,1,0,1,0,0,0,0,0
30,2,0.0,116.1,0,0,1,0,0,0,0,0
50,2,0.0,126.9,0,0,1,0,0,0,0,0
23,2,0.0,140.4,0,0,1,0,0,0,0,0
28,2,0.0,141.0,1,0,1,0,0,0,0,0
40,2,0.0,89.4,0,0,1,0,0,0,0,0
40,2,0.0,89.4,0,0,1,0,0,0,0,0
49,2,0.0,126.9,0,0,1,0,0,0,0,0
95,3,0.0,159.3,0,0,1,0,0,0,0,0
54,2,0.0,116.1,0,0,1,0,0,0,0,0
32,2,0.0,129.2,0,0,1,0,0,0,0,0
39,1,0.0,121.5,0,0,1,0,0,0,0,0
168,2,0.0,144.9,0,0,1,0,0,0,0,0
4,2,0.0,167.0,0,0,1,0,0,0,0,0
49,2,0.0,172.8,0,0,1,0,0,1,0,0
64,2,0.0,116.1,0,1,1,0,0,0,0,0
95,1,0.0,121.5,1,1,1,0,0,0,0,0
90,2,0.0,116.1,0,1,1,0,0,0,0,0
32,2,0.0,117.9,1,1,1,0,0,0,0,0
29,2,0.0,113.55,0,1,1,0,0,0,0,0
47,2,0.0,116.1,0,1,1,0,0,0,0,0
111,2,0.0,140.4,1,1,1,0,0,0,0,0
32,2,0.0,117.9,0,1,1,0,0,0,0,0
35,2,0.0,140.4,0,1,1,0,0,0,0,0
23,1,0.0,156.0,0,1,1,0,0,1,0,0
55,2,0.0,116.1,0,2,1,0,0,0,0,0
24,3,1.0,285.17,0,2,1,0,0,0,0,0
62,2,0.0,95.88,0,2,1,0,0,0,0,0
55,2,0.0,116.1,0,2,1,0,0,0,0,0
25,2,0.0,127.67,0,2,1,0,0,0,0,0
80,2,0.0,140.4,0,2,1,0,0,0,0,0
48,2,0.0,104.49,0,2,1,0,0,0,0,0
39,2,0.0,126.9,0,2,1,0,0,0,0,0
139,2,0.0,124.5,1,2,1,0,0,0,0,0
21,2,0.0,156.0,0,2,1,0,0,0,0,0
56,2,0.0,126.9,0,2,1,0,0,0,0,0
24,3,1.0,285.17,0,2,1,0,0,0,0,0
95,2,0.0,109.65,0,2,2,0,0,0,0,0
106,2,0.0,120.28,0,2,2,0,0,0,0,0
27,2,0.0,137.6,0,2,2,0,0,0,0,0
37,2,0.0,126.9,0,2,2,0,0,0,0,0
95,2,0.0,109.65,0,2,2,0,0,0,0,0
81,2,0.0,132.6,0,2,2,0,0,0,0,0
95,2,0.0,109.65,0,2,2,0,0,0,0,0
93,2,0.0,119.85,0,2,3,0,0,0,0,0
59,2,0.0,116.1,1,2,3,0,0,0,0,0
40,2,0.0,126.9,0,2,3,0,0,0,0,0
68,2,0.0,132.6,0,2,3,0,0,0,0,0
28,2,0.0,117.74,0,2,3,0,0,0,0,0
59,2,0.0,116.1,1,2,3,0,0,0,0,0
23,2,0.0,128.49,0,2,4,0,0,1,0,0
23,0,2.0,128.49,0,2,4,0,0,0,0,0
138,2,0.0,117.91,1,2,5,0,0,0,0,0
76,2,0.0,116.1,0,1,0,0,0,0,0,0
2,1,0.0,110.0,0,1,0,0,0,0,0,0
36,2,0.0,126.9,1,1,0,0,0,0,0,0
31,2,0.0,98.1,0,2,0,0,0,0,0,0
36,2,0.0,92.88,0,2,0,0,0,0,0,0
24,1,0.0,135.0,0,2,0,0,0,0,0,0
87,2,0.0,126.9,0,2,1,0,0,2,0,0
172,2,0.0,115.2,0,2,1,0,0,0,0,0
35,2,0.0,98.1,0,2,1,0,0,0,0,0
127,2,0.0,105.3,0,2,1,0,0,0,0,0
105,2,0.0,119.85,0,2,2,0,0,0,0,0
35,2,0.0,98.1,0,2,2,0,0,0,0,0
96,2,0.0,112.01,0,2,2,0,0,0,0,0
28,3,0.0,149.15,0,2,2,0,0,0,0,0
28,2,0.0,103.55,0,2,2,0,0,0,0,0
97,2,0.0,112.01,0,2,2,0,0,1,0,0
126,2,0.0,89.25,0,2,2,0,0,0,0,0
72,2,0.0,132.6,0,2,3,0,0,0,0,0
72,2,0.0,132.6,0,2,3,0,0,0,0,0
84,2,0.0,135.31,1,2,3,0,0,0,0,0
123,2,0.0,114.75,1,2,4,0,0,0,0,0
95,3,0.0,141.32,1,2,3,0,0,0,0,0
11,1,0.0,95.0,0,1,0,0,0,0,0,0
0,2,0.0,99.0,1,1,0,0,0,0,0,0
30,2,0.0,117.9,0,1,1,0,0,0,0,0
130,2,0.0,105.3,0,1,1,0,0,0,0,0
65,1,0.0,85.0,0,1,1,0,0,2,0,0
65,1,0.0,85.0,0,1,1,0,0,2,0,0
65,1,0.0,85.0,0,1,1,0,0,2,0,0
65,1,0.0,85.0,0,1,1,0,0,2,0,0
2,1,0.0,105.34,1,1,1,0,0,0,0,0
65,1,0.0,85.0,0,1,1,0,0,2,0,0
65,1,0.0,85.0,0,1,1,0,0,2,0,0
65,1,0.0,85.0,0,1,1,0,0,2,0,0
65,1,0.0,85.0,0,1,1,0,0,2,0,0
65,1,0.0,85.0,0,1,1,0,0,2,0,0
65,1,0.0,85.0,0,1,1,0,0,0,0,0
14,1,0.0,127.0,0,1,2,0,0,0,0,0
38,2,0.0,126.9,1,1,2,0,0,0,0,0
141,2,0.0,114.3,1,1,2,0,0,0,0,0
109,2,1.0,143.1,0,1,2,0,0,0,0,0
48,1,0.0,150.45,0,1,3,0,0,0,0,0
82,1,0.0,148.75,0,1,3,0,0,0,0,0
99,2,0.0,132.6,0,1,3,0,0,0,0,0
38,1,0.0,108.11,0,1,3,0,0,0,0,0
160,2,0.0,107.61,1,1,4,0,0,0,0,0
141,2,0.0,116.11,0,1,4,0,0,0,0,0
0,1,0.0,135.0,0,0,1,0,0,0,0,0
41,1,0.0,89.0,0,0,1,0,0,2,0,0
0,1,0.0,135.0,0,0,1,0,0,0,0,0
0,1,0.0,135.0,0,0,1,0,0,0,0,0
0,1,0.0,135.0,0,0,1,0,0,0,0,0
0,1,0.0,135.0,0,0,1,0,0,0,0,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
5,2,0.0,110.0,0,0,2,0,0,0,0,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
21,2,0.0,141.0,0,0,2,0,0,0,0,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
30,2,0.0,98.1,1,0,2,0,0,0,0,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
11,2,0.0,160.0,0,0,3,0,0,0,3,0
11,2,0.0,160.0,0,0,3,0,0,0,3,0
11,2,0.0,160.0,0,0,3,0,0,0,3,0
11,2,0.0,160.0,0,0,3,0,0,0,0,0
11,2,0.0,160.0,0,0,3,0,0,0,3,0
158,1,0.0,130.0,0,0,2,0,0,0,31,0
118,2,2.0,187.85,0,0,4,0,0,2,0,0
84,2,0.0,132.6,0,0,4,0,0,0,0,0
1,1,0.0,148.04,0,2,5,0,0,0,0,0
8,1,0.0,119.0,0,0,1,0,0,0,0,0
1,1,0.0,95.0,0,0,1,0,0,0,0,0
8,2,0.0,111.35,0,0,1,0,0,0,0,0
30,2,0.0,98.1,0,0,1,0,0,0,0,0
30,2,0.0,98.1,0,0,1,0,0,0,0,0
33,1,0.0,98.1,0,0,1,0,0,0,0,0
113,2,0.0,132.6,0,0,4,0,0,0,0,0
144,1,0.0,92.55,0,1,4,0,0,0,0,0
323,1,0.0,59.0,0,0,1,0,0,0,0,0
0,2,0.0,161.0,0,0,1,0,0,0,0,0
20,1,0.0,110.0,0,0,1,0,0,1,0,0
20,1,0.0,110.0,0,0,1,0,0,0,0,0
20,1,0.0,110.0,0,0,1,0,0,1,0,0
323,1,0.0,59.0,0,0,1,0,0,0,0,0
75,2,0.0,140.4,0,0,2,0,0,0,0,0
323,2,0.0,62.0,0,0,2,0,0,0,0,0
323,2,0.0,62.0,0,0,2,0,0,0,0,0
323,2,0.0,62.0,0,0,2,0,0,0,0,0
323,2,0.0,62.0,0,0,2,0,0,0,0,0
32,3,0.0,207.0,0,0,2,0,0,0,0,0
323,2,0.0,62.0,0,0,2,0,0,0,0,0
323,2,0.0,62.0,0,0,2,0,0,0,0,0
323,2,0.0,62.0,0,0,2,0,0,0,0,0
323,2,0.0,62.0,0,0,2,0,0,0,0,0
323,2,0.0,62.0,0,0,2,0,0,0,0,0
86,2,0.0,140.4,0,0,2,0,0,0,0,0
85,2,0.0,140.4,0,0,2,0,0,0,0,0
323,2,0.0,62.0,0,0,2,0,0,0,0,0
323,2,0.0,62.0,0,0,2,0,0,0,0,0
323,2,0.0,62.0,0,0,2,0,0,0,0,0
